
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Ny
codex_workshop_file_exists				Du har allerede offentliggjort et fængsel med dette navn. Vælg venligst et andet navn.
codex_workshop_generic_fail				Det lykkedes ikke at offentliggøre dit fængsel. Prøv venligst igen.
codex_workshop_download_bad				Download af fængsel mislykkedes
codex_workshop_pa_workshop				Åbn Prison Architect-værkstedet
codex_workshop_agreement				Ved at indsende dette, erklærer du dig enig i [url=http://steamcommunity.com/sharedfiles/workshoplegalagreement]værkstedets servicebetingelser[/url].
codex_workshop_update_warning			Opdatering af Offentliggjort Fængsel
codex_workshop_update_warning_msg		Opdatering af dette Offentliggjorte Fængsel vil erstatte det offentliggjorte fængsel med det nuværende fængsel. Dette vil slette det offentliggjorte fængsel og erstatte det permanent med det fængsel, som du spiller nu. Denne handling kan ikke fortrydes.\n\nEr du sikker på, at du vil fortsætte?

codex_options_timelapse					Time-lapse
codex_timelapse_record					Optag Time-lapse
codex_timelapse_stop					Stop Time-lapse
codex_timelapse_camera					Kamera-tilstand
codex_timelapse_customresw				Brugerdefineret opløsningsbredde
codex_timelapse_customresh				Brugerdefineret opløsningshøjde
codex_timelapse_resolution				Opløsning
codex_timelapse_fps						Afspilningshastighed
codex_timelapse_interval				Billede interval
codex_timelapse_quality					Kvalitet
codex_timelapse_unsupported				Denne funktion er ikke tilgængelig med dit hardware.
codex_timelapse_savesettings			Gem indstillinger

codex_timelapse_cam_zoom                Zoom kamera
codex_timelapse_cam_fitmap              Tilpas bane
codex_timelapse_cam_fitheight           Tilpas banens højde
codex_timelapse_cam_fitwidth            Tilpas banens bredde
codex_timelapse_fps_value               *X FPS
codex_timelapse_quality_high            Høj
codex_timelapse_quality_med             Medium
codex_timelapse_quality_low             Lav
codex_timelapse_interval_value          *X spilminutter
timelapse_caption                       Time-lapse indspilningslængde *X:*Y, *Z frames indspillet, backlog: *T

codex_performance_running				Test af ydeevne udføres
codex_performance_time					Resterende tid: *Ts
codex_performance_current				Nuværende "Frame Time": *Tms
codex_performance_min					Min. "Frame Time": *Tms
codex_performance_avg					Gennemsnitlig "Frame Time": *Tms
codex_performance_max					Maks. "Frame Time": *Tms
codex_performance_numframes				Antal "Frames": *T

codex_last_modified						Sidst ændret: *T
codex_sortbydesc						Sortér efter dato
codex_sortname							Navn
codex_sortdate							Dato
codex_apply								Udfør
codex_select                            Vælg

codex_mods								Brugergenereret indhold
codex_mod_activetitle					Aktivt brugergenereret indhold
codex_mod_inactivetitle					Tilgængeligt brugergenereret indhold
codex_mod_deactivate					Deaktivér alt brugergenereret indhold
codex_mod_wiki							Find mere brugergenereret indhold (Wiki)
codex_mod_openmodsfolder				Åben mappen for brugergenereret indhold
codex_mod_moresteammods					Find mere brugergenereret indhold (Steam-værkstedet)
codex_mod_findsteamtranslations         Find flere oversættelser (Steam-værkstedet)
codex_authortitle                       Forfatter
codex_versiontitle                      Version
codex_datetitle                         Dato
codex_urltitle                          URL
codex_typetitle							Type
codex_mod_graphicsandsound				Grafik og lyd
codex_mod_translation					Oversættelse
codex_mod_scenario						Scenarie
codex_mod_content						Indhold
codex_mod_load_scenario					Spil scenarie
codex_publishmod						Udgiv brugergenereret indhold

codex_mod_update						Opdatér brugergenereret indhold
codex_mod_published_good				Brugergenereret indhold offentliggjort
codex_mod_published_good_msg			Dit indhold er blevet offentliggjort.
codex_mod_published_bad					Offentliggørelse af brugergenereret indhold mislykkedes.
codex_mod_published_bad_msg				Det lykkedes ikke at offentliggøre dit brugergenereret indhold.
codex_mod_modsupdated					Brugergenereret indhold opdateret
codex_mod_modsupdated_msg				Noget af dit aktive brugergenereret indhold er blevet opdateret. Tryk på OK for at udføre opdateringerne. Dit spil gemmes automatisk.
codex_mod_translationcaption            Er dette en oversættelse til et andet sprog?

codex_language                          Sprog
codex_language_englishdefault           Engelsk (Standard)
codex_language_default                  Standard sprog
codex_language_download                 Download
codex_language_failed_download          Download af oversættelse mislykkedes
codex_language_failed_download_msg      Det lykkedes ikke at hente den valgte oversættelse.
codex_language_searching_workshop       Søger i Steam-værkstedet
codex_language_community                Denne oversættelse er skabt af og vedligeholdes af fællesskabet - Tak!

codex_polaroids_new                     NY

codex_save_confirm                      Er du sikker på du vil overskrive *X med det nuværende fængsel?
codex_researtchapter_confirm            Er du sikker på du vil genstarte det nuværende kapitel? Fremskridt der ikke er gemt vil gå tabt.
codex_delete_confirm                    Er du sikker på, at du ønsker at slette *X permanent?

codex_premadeprisons                    Færdiglavede Fængsler

codex_trending_more                     ...
codex_sortbycaption                     Sorter Efter:
codex_trending_oneday                   Én Dag
codex_trending_oneweek                  Én Uge
codex_trending_threemonths              Tre Måneder
codex_trending_sixmonths                Seks Måneder
codex_trending_oneyear                  Ét År
codex_trending_alltime                  Hele Tiden
codex_trending_failedtogetlist          Det lykkedes ikke at få fængselsliste
codex_trending_failedtogetlist_msg      Det lykkedes ikke at få liste over populære fængsler.

codex_settings                          Kortindstillinger
codex_settings_gangs                    Aktiver Bander
codex_settings_events                   Aktiver Hændelser
codex_settings_weather                  Aktiver Vejr
codex_settings_staffneeds               Aktiver medarbejderbehov
codex_settings_failureconditions        Aktiver fejlbetingelser
codex_settings_confirm                  Når indstillingen er aktiveret, kan den ikke deaktiveres. Er du sikker på, at du vil aktivere *X?

codex_packrects							Pack Rectangles
codex_addboxbutton						Tilføj nyt Rektangel
codex_setsize							Indstil Rumstørrelse
codex_removeallrects					Fjern Alle Rektangler
codex_packrects_widthcaption			Rumbredde
codex_packrects_heightcaption			Rumhøjde
codex_packrects_boxwcaption				Bredde af Rektangel
codex_packrects_boxhcaption				Højde af Rektangel

mods_downscaled_spritesheet				Sprite-ark Nedskaleret
mods_downscaled_spritesheet_msg			Sprite-arket er blevet nedskaleret pga. begrænsninger på grafikkortet. Dette skyldes sandsynligvis aktivering af mange spilmodifikationer. Deaktiver venligst nogle af spilmodifikationerne for at forbedre kvaliteten.
mods_errors_no_memory					Der er ingen modifikationssprite indlæst
mods_errors_no_memory_msg				Der er utilstrækkelig hukommelse på grafikkort til at indlæse flere sprites med spilmodifikationer. Dette skyldes sandsynligvis aktivering af mange spilmodifikationer. Deaktiver venligst nogle af spilmodifikationerne for at anvende mindre hukommelse på grafikkortet.

# =============================================================================
# Graphics Change Confirmation
# =============================================================================

graphicschange_message					Ønsker du at beholde disse grafikindstillinger? De tidligere indstillinger gendannes om
graphicschange_time						sekunder.
graphicschange_accept					Udfør
graphicschange_revert					Gendan

# =============================================================================
# Script
# =============================================================================

scriptdebugger_title                    Script Debugger (F3)

# =============================================================================
# Mod Confirmation
# =============================================================================

modnotification_title                   Afvigelse i brugergenereret indhold opdaget
modnotification_info                    Dette brugergenereret indhold blev brugt da fængslet blev gemt. Vi anbefaler at du downloader og aktiverer det, før du starter spillet med dette fængsel
modnotification_playnow                 Spil nu
modnotification_active                  Aktiv
modnotification_inactive                Inaktiv
modnotification_new                     Ny
modnotification_unknown                 Ukendt
modnotification_popup_title             Afvigelse i brugergenereret indhold
modnotification_popup_active            Dette brugergenereret indhold er aktivt. Tryk for at deaktivere.
modnotification_popup_inactive          Dette brugergenereret indhold er inaktivt. Tryk for at aktivere.
modnotification_popup_new_url           Dette er nyt brugergenereret indhold. Tryk for åbne linket i en browser.
modnotification_popup_new_steam         Dette er nyt indhold genereret af Steam. Tryk for at abonnere på og downloade dette indhold nu.
modnotification_popup_unknown           Vi var ikke i stand til at fastslå hvor indholdet kommer fra. Du bedes venligst selv finde og installere dette indhold.

# =============================================================================
# Biography
# =============================================================================

biography_search                        Stop og visitér
biography_selected                      VALGT
biography_prisoner_name                 *S, *F
biography_prisoner_number               Indsat #*X
biography_prisoner_age                  Alder: *X
biography_prisoner_traits               Karaktertræk:
biography_prisoner_convicted            Dømt for *C (erklærede sig *P)
biography_prisoner_sentenced            Dømt til *X år i fængsel
biography_parole_now                    Berettiget til prøveløsladelse nu
biography_parole_later                  Berettiget til prøveløsladelse om *X år
biography_prisoner_served               Afsonet *X år
biography_prisoner_priors               Tidligere domme:


# =============================================================================
# Rap Sheet
# =============================================================================

rapsheet_age							Alder:
rapsheet_category						Kategori:
rapsheet_traits							Kendte karaktertræk:
rapsheet_conviction_text				*C - *Y år
rapsheet_found_text						(Erklæring: *P)
rapsheet_convictions					Domme
rapsheet_misconductstitle				Ureglementeret adfærd for nylig
rapsheet_biography                      Biografi
rapsheet_guilty							Skyldig
rapsheet_notguilty						Ikke skyldig
rapsheet_served							Afsonet
rapsheet_served_time					Afsonet *Y år
rapsheet_time							*Y år
rapsheet_bio							Idømt *Y år for *A.
rapsheet_bio_med						Idømt *Y år for diverse forbrydelser, bl.a. *A, og *B.
rapsheet_bio_long						Idømt *Y år for diverse forbrydelser, bl.a. *A,*B og *C.
rapsheet_category_minsec				Minimum sikkerhed
rapsheet_category_normal				Normal sikkerhed
rapsheet_category_maxsec				Maksimum sikkerhed
rapsheet_category_protected             Beskyttet varetægt
rapsheet_category_supermax              SuperMaks
rapsheet_category_deathrow              Dødsgangen
rapsheet_tab_biography                  Biografi
