
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
researchtooltip_cleaning	청소부를 잠금해제합니다. 청소부는 교도소의 모든 실내 구역을 청소하며 빨래를 도와줄 수 있습니다.
researchtooltip_health	의사와 의무실, 영안실을 잠금해제합니다. 부상당한 죄수와 직원을 의무실로 보내 의사가 치료하도록 합니다.
researchtooltip_MentalHealth	심리학자를 잠금해제합니다. 심리학자는 항상 죄수들의 정신상태를 파악해서 당신에게 가치있는 통찰력을 제공합니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_finance	회계사를 잠금해제해서 재정 보고서를 볼 수 있게 합니다.\n\n비축되어 있는 자금을 추정하여 수입을 초과하는 금액도 지출할 수 있게 합니다.\n\n다른 관리자처럼 사무실이 필요합니다.
researchtooltip_landexpansion	근처의 토지를 매입하여 최초의 경계를 넘어서 교도소 규모를 확장할 수 있도록 승인합니다.
researchtooltip_prisonlabour	죄수들을 교도소에서 일하게 해서 (요리, 청소 등) 직원 임금도 줄이고 돈도 벌고 죄수들에게 새로운 기술도 가르칩니다.\n\n작업장과 세탁실도 잠금해제합니다.
researchtooltip_education	교육 교정 프로그램을 잠금해제하여 외부에서 선생님을 고용해 죄수들을 교육합니다.
researchtooltip_contraband	교도관들이 밀반입품을 더 잘 찾고 추적할 수 있도록 훈련합니다. 밀반입품 수요공급 보고서와 밀반입품 오버레이(교도소 내의 모든 가능한 절도 위치를 보여줌)를 잠금해제하고, 찾아낸 모든 밀반입품을 어디에서 몰래 들여오거나 훔쳤는지 추적합니다.\n\n죄수를 비밀정보원으로 고용할 수 있는 능력도 잠금해제합니다.\n\n또한 갱단 정보수집 보기도 잠금해제합니다.
researchtooltip_policy	정책 보고서를 잠금해제하여 모든 종류의 불법행위에 대한 처벌을 늘리거나 줄일 수 있고 부정행위를 하는 죄수와 그의 감방을 자동으로 수색할 수 있습니다.\n\n영양 정책을 통제하여 죄수들에게 공급되는 음식의 양과 식단을 조정할 수 있습니다.
researchtooltip_armoury	무기고를 잠금해제하여 교도소에 무장교도관을 배치 할 수 있게 됩니다.
researchtooltip_bodyarmour	모든 교도관, 무장교도관, 경비견 조련사에게 방탄복을 지급합니다. 싸우는 동안 피해를 줄여주지만 속도가 느려집니다.\n\n교도관이 무기고에 가서 이 장비를 가져와야 하고, 방탄복을 구입할 때마다 비용이 듭니다.
researchtooltip_tazers	무장교도관이 죄수를 한번에 제압하는 테이저를 소지하도록 합니다. 테이저는 사용하기 전에 충전되어야 하며 충전하는데 한 시간이 걸립니다.\n\n무장교도관이 무기고에 가서 이 장비를 가져와야 하고, 테이저를 구입할 때마다 비용이 듭니다.
researchtooltip_tazersforeveryone	일반 교도관도 방어를 위해 테이저를 소지할 수 있도록 테이저 프로그램을 확대합니다.\n\n교도관이 무기고에 가서 이 장비를 가져와야 하고, 테이저를 구입할 때마다 비용이 듭니다.
researchtooltip_bankloans	은행에서 매일 이자를 지급하는 조건으로 돈을 빌릴 수 있게 합니다. 빚을 갚으면 신용등급이 올라가 나중에 더 큰 돈을 빌릴 수 있게 됩니다.
researchtooltip_lowertaxes1	정부의 세금 감면을 받아 법인세가 15% 줄어듭니다.\n\n일일 수익금이 $10,000라면 $1,500의 세금이 절약됩니다.
researchtooltip_lowertaxes2	회계사가 규칙을 확대적용해서 모든 공식 계좌를 세금이 적은 외국으로 옮깁니다. 법인세율이 1%로 떨어집니다.\n\n일일 수익금 $10,000 중 $3,000의 세금이 절약됩니다.
researchtooltip_extragrant	한번에 최대 3개까지 보조금을 받을 수 있게 됩니다.
researchtooltip_advancedmanagement	당신의 요구사항을 정확하게 준수하도록 교도소의 세부 관리 방법을 제공합니다.\n\n음식 물류를 잠금해제합니다. 어떤 주방이 어떤 식당을 위해 조리하는지, 재소자가 어떤 식장에서 먹는지 설정이 가능합니다. 세탁 물류도 마찬가지로 어떤 구역에 어떤 빨랫감을 놓는지 설정이 가능합니다.\n\n추가적으로 배치 스케줄을 잠금해제하면 시간에 따라 교도관을 다르게 배치할 수 있습니다.\n\n교정 프로그램 스케줄을 잠금해제하면 프로그램 일정을 조정할 수 있습니다.
researchtooltip_permanentpunishment	때로는 교도소에 있는 것만으로 충분하지 않습니다. 당신의 변호사가 원하는 죄수를 영원히 감방에 가두는데 필요한 서류를 준비할 수 있습니다.
researchtooltip_removemincellsize	감방은 법적으로 정해진 크기로 만들어야만 합니다. 하지만 제한이 없다면 얼마나 많은 감방을 만들 수 있을지 생각해보시죠! 일반적인 감방의 최소 크기 제한을 없애줍니다.
researchtooltip_reduceexecutionliability	사형집행 절차를 정당하게 진행하기에 앞서 당신의 변호사가 필요한 판결확신도 축소를 위해 로비를 합니다. 사형수가 재심 청구할 회수를 줄여서 그전에 법적 책임 부담없이 사형집행을 계획할 수 있습니다.
researchtooltip_legalprep	모든 교도소는 크고 작은 문제를 안고 운영됩니다. 그 중에는 법적인 절차가 필요한 것들도 있습니다. 당신의 변호사는 당신이 저지른 실수를 수습하기 위해 서류 작업을 시작할 것입니다. 그러나 먼저 이것이 완료되어야 합니다.
researchtooltip_legaldefense	당신은 현재 좋지 않은 상황에 놓여있습니다. 잘못된 행동으로 주목을 받고 있습니다. 당신이 해결하기는 힘들어 보이지만 당신의 변호사가 도와줄 수 있습니다. 이 연구를 마치면 당신이 해고될 수도 있는 잘못에서 벗어나게 해줍니다.
researchtooltip_guardtowers	감시탑과 저격수를 잠금해제하면 전문 훈련을 받은 명사수가 교도소 밖 구역을 감시할 수 있게 할 수 있습니다.\n\n저격수는 무기고를 방문하여 라이플을 받아야 하며 그렇지 않으면 비무장 상태가 됩니다.

research_legaldefense_adviser1	자네의 변호사가 엉망진창인 상황으로부터 자네를 보호해준 것 같군. 자네를 해고할 수 없겠어. 이번에는 말이지.
research_legaldefense_adviser2	교도소를 어서 통제하게. 그런 수법이 영원히 자네를 보호해주는 건 아니야.

research_missingadministrator	필요함:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	필요함:
roomrequirement_recommended	권장사항:
roomrequirement_minimumsize	최소 크기 *W x *H
roomrequirement_minimumsize_short	크기 *W x *H
roomrequirement_indoor	실내
roomrequirement_outdoor	실외
roomrequirement_solidground	단단한 지면
roomrequirement_secure	안전(최소 하나의 문 필요)
roomrequirement_secure_short	안전
roomrequirement_enclosed	둘러막힘(벽과 문으로 에워싸야함)
roomrequirement_enclosed_short	둘러막힘
requirement_entrance	입구 필요
roomrequirement_title	=[방 필요조건]=
roomrequirement_passed	[통과]
roomrequirement_failed	[실패]
roomrequirement_adjacentobject	방에 인접함: *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	잠금해제됨

unlock_special_electricity	전기 시스템
unlock_special_food	음식 준비
unlock_special_officersafety	교도관 안전
unlock_special_misbehavior	부정행위
unlock_special_accounting	회계
unlock_special_gangs	갱단

unlock_electricity_caption	발전기와 전력케이블을 설치해 전기가 필요한 곳에 전기를 공급할 수 있습니다.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	계속하려면 클릭하십시오...
incoming_call	전화 오는중...

adviser_name_unknown	알 수 없음
adviser_name_ceo	CEO
adviser_name_warden	교도소장
adviser_name_governer	주지사
adviser_name_chief	교도대장
adviser_name_doctor	의사
adviser_name_kingpin	대부
adviser_name_edwardshooter	에드워드
adviser_name_edwardsinner	에드워드
adviser_name_edwardinmate	에드워드
adviser_name_edwardswife	에드워드의 아내 수잔
adviser_name_priest	신부
adviser_name_newsreader	CNDC 뉴스
adviser_name_mayor	캘빈 헬러 시장


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	직원
report_prisoners	죄수
report_jobs	작업
report_needs	욕구
report_threats	위협
report_regime	시간표
report_policy	정책
report_grants	보조금
report_finance	재정
report_valuation	평가액
report_contraband	밀반입
report_programs	프로그램
report_schedule	일정표
report_intake	입소

report_grants_bankloan	은행 대출
report_grants_bankloan_text	은행에서 자금을 빌릴 수 있습니다. 그대신 매일 이자를 갚아야 합니다.\n\n규칙적으로 이자를 납입하면 신용 등급이 올라가 더 많은 돈을 대출 할 수 있게 됩니다. 하지만 이자를 납입하지 않으면 신용 등급이 떨어져 돈이 필요할 때 은행이 대출을 거부하게 됩니다.\n\n참고: 매일 이자만 내도 대출금은 그대로 남아있습니다.
report_grants_max1	한 번에 한 개의 보조금만 받을 수 있습니다.\n회계사를 통해 이 제한을 늘릴 수 있습니다.
report_grants_max2	한 번에 두 개까지 보조금을 받을 수 있습니다.\n회계사를 통해 이 제한을 늘릴 수 있습니다.
report_grants_max3	한 번에 세 개까지 보조금을 받을 수 있습니다.
report_grants_bankloan_amount	현재 은행 대출: *X
report_grants_bankloan_interest	하루 이자: *X
report_grants_bankloan_max	최대 대출 한도: *X
report_grants_creditrating	신용 등급: *X
report_grants_inprogress_tt	(진행 중)
report_grants_completed_tt	(완료)
report_grants_locked_tt	(잠김)
report_grants_advancepayment	보조금 선불: *X
report_grants_completionbonus	보조금 잔금: *X
report_grants_objectives	[목표]
report_grants_prereqs	[선결조건]
report_grants_completed	완료
report_grants_locked	잠김
report_grants_inprogress	진행 중
report_grants_hidden	(*X 개 숨겨짐)
report_grants_taptoaccept	수용하려면 탭을 누르세요
report_grants_cancelfee	취소 비용: *X

report_staff_title	전체 직원: *X
report_prisoners_title	전체 죄수: *X
report_staff_group_builders	인부
report_staff_group_guards	교도관
report_staff_group_staff	직원
report_staff_group_administrators	관리자
report_staff_group_prisoners	죄수
report_staff_group_prisoners_high	고위험
report_staff_group_prisoners_normal	중위험
report_staff_group_prisoners_low	저위험
report_staff_group_prisoners_protected	보호감호
report_staff_group_prisoners_supermax	초고위험도
report_staff_group_prisoners_deathrow	사형수

report_staff_fire	해고

report_intake_title	입소
report_intake_catheader_cat	죄수등급
report_intake_catheader_pay	지원금
report_intake_catheader_available	가능인원
report_intake_catheader_amount	비율
report_intake_next_header	다음 입소: *X
report_intake_cat_minsec	저위험자
report_intake_cat_normal	중위험자
report_intake_cat_maxsec	고위험자
report_intake_cat_deathrow	사형수
report_intake_slider_minsec	저위험자 비율 조정
report_intake_slider_normal	중위험자 비율 조정
report_intake_slider_maxsec	고위험자 비율 조정
report_intake_slider_deathrow	사형수 비율 조정
report_intake_closed	닫힘
report_intake_locked	잠김
report_intakeclosed	수감 중단
report_intakeclosed_tooltip	죄수 수감이 중단되었습니다. 교도소를 다시 열 때까지 새 죄수를 더 받을 수 없습니다.
report_intakenumperday	일일 수감
report_intakenumperday_tooltip	다음 수감시 이송될 총 죄수 수입니다. 다음 수감에서 수용하고 싶은 죄수의 숫자를 늘리거나 줄일 수 있습니다.\n\n위의 슬라이더로 각 유형별 죄수 수를 조정합니다.
