
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nowa gra
researchtooltip_legal	Odblokowuje prawnika, którego można zatrudnić z poziomu paska narzędzi Personel. Odblokowuje szereg opcji badań, które zwiększą twoją kontrolę nad więzieniem.\n\nTak jak wszyscy pracownicy administracji, prawnik wymaga biura do pracy.
researchtooltip_deployment	Pozwala na stałe przydzielić strażników do określonych sektorów więzienia.
researchtooltip_patrols	Pozwala wyznaczyć patrole w kluczowych obszarach więzienia (np. wzdłuż jego granic) i przydzielić do nich strażników.
researchtooltip_dogs	Odblokowuje przewodnika psa i psa stróżującego.  Dzięki swojemu węchowi psy z łatwością wykrywają wonną kontrabandę na terenie więzienia, a także wykopane przez więźniów tunele.\n\nTe zwierzęta są również niezwykle szybkie i potrafią bez problemu dogonić uciekającego więźnia.
researchtooltip_cctv	Odblokowuje kamery i monitory.  Urządzenia te pozwalają obserwować niestrzeżone obszary więzienia.\n\nOdblokowuje również system podsłuchiwania, który pozwala podsłuchiwać rozmowy telefoniczne więźniów i zbierać ważne informacje.
researchtooltip_remoteaccess	Odblokowuje zaawansowane urządzenia umożliwiające zdalne sterowanie drzwiami oraz ich automatyzację. Drzwi mogą być otwierane zdalnie za pomocą systemu sterowania drzwiami (obsługiwanego przez strażnika) lub o określonych porach przy zastosowaniu włącznika czasowego.
researchtooltip_riotguards	(OBECNIE NIE SŁUŻY DO NICZEGO)\nOdblokowuje strażnika do tłumienia zamieszek.  Ci uzbrojeni po zęby jegomoście lepiej radzą sobie z agresywnymi więźniami.
researchtooltip_maintainance	Odblokowuje brygadzistę.  Pozwala on opracować technologie takie jak praca więzienna lub odblokować dodatkowych pracowników, np. ogrodnika.\n\nPodobnie jak wszyscy pracownicy administracji, brygadzista wymaga biura do pracy.
researchtooltip_clone	Odblokowuje narzędzie kopiowania na głównym pasku narzędzi.  Narzędzie to pozwala szybko powielać fragmenty więzienia, np. cele.  Aby go użyć, zaznacz obszar, który chcesz skopiować, przytrzymując prawy przycisk myszy i przeciągając. Następnie kliknij lewym przyciskiem, aby utworzyć kopię.
researchtooltip_groundskeeping	Odblokowuje ogrodnika.  Ogrodnik utrzyma tereny zielone w dobrym stanie.
researchtooltip_cleaning	Odblokowuje woźnego.  Woźny będzie czyścił wnętrza więzienia. Może także pomóc w pralni.
researchtooltip_health	Odblokowuje lekarza, ambulatorium i kostnicę.  Ranni więźniowie i pracownicy będą przenoszeni do ambulatorium, gdzie opatrzą ich lekarze.
researchtooltip_MentalHealth	Odblokowuje psychologa, który dostarcza wartościowych informacji na temat stanu psychicznego więźniów.\n\nTak jak wszyscy pracownicy administracji, psycholog wymaga biura do pracy.
researchtooltip_finance	Odblokowuje księgowego, który dostarcza raportów finansowych na temat więzienia.\n\nUmożliwia także dzienne wydatki wykraczające poza dochody, pod warunkiem posiadania wystarczających rezerw.\n\nTak jak wszyscy pracownicy administracji, księgowy wymaga biura do pracy.
researchtooltip_landexpansion	Pozwala kupować sąsiednie działki i rozbudowywać więzienie.
researchtooltip_prisonlabour	Pozwala przydzielić więźniom pracę na terenie placówki (gotowanie, sprzątanie itp.). Dzięki temu zaoszczędzisz na wynagrodzeniu dla personelu, zarobisz pieniądze, a zarazem nauczysz więźniów fachu.\n\nOdblokowuje również warsztat i pralnię.
researchtooltip_education	Odblokowuje programy resocjalizacyjne dla więźniów prowadzone przez zewnętrznych szkoleniowców.
researchtooltip_contraband	Szkolenie dla strażników doskonalące ich umiejętności szukania i konfiskowania kontrabandy. Odblokowuje raport Popyt i podaż i nakładkę Kontrabanda (pokazującą wszystkie miejsca podatne na kradzież) oraz pozwala sprawdzić, w jakim miejscu skonfiskowana kontrabanda została przemycona lub ukradziona.\n\nPozwala werbować informatorów wśród więźniów.\n\nOdblokowuje widok z informacjami na temat gangów.
researchtooltip_policy	Odblokowuje Raport dot. polityki, umożliwiając zaostrzanie i łagodzenie kar za wszystkie rodzaje przewinień i automatycznie wszczynając przeszukanie nieposłusznego więźnia oraz jego celi.\n\nPozwala także zarządzać polityką dotyczącą żywności poprzez zmianę liczby i różnorodności posiłków serwowanych więźniom.
researchtooltip_armoury	Odblokowuje zbrojownię i pozwala rozmieszczać uzbrojonych strażników na terenie więzienia.
researchtooltip_bodyarmour	Wyposaża wszystkich strażników, uzbrojonych strażników i przewodników psów w kamizelki kuloodporne. Kamizelka kuloodporna pomaga uniknąć obrażeń w walce, ale za to spowalnia ruch.\n\nStrażnicy muszą odwiedzić zbrojownię, aby otrzymać ten element wyposażenia, a każda kamizelka zakupiona w ten sposób będzie kosztować więzienie.
researchtooltip_tazers	Pozwala uzbrojonym strażnikom nosić paralizator: potężną broń jednorazowego użytku, która natychmiastowo obezwładnia większość osób. Po jednorazowym użyciu paralizator potrzebuje godziny, aby się naładować.\n\nUzbrojeni strażnicy muszą odwiedzić zbrojownię, aby otrzymać ten element wyposażenia, a każdy paralizator zakupiony w ten sposób będzie kosztować więzienie.
researchtooltip_tazersforeveryone	Pozwala nosić paralizatory również zwykłym strażnikom.\n\nStrażnicy muszą odwiedzić zbrojownię, aby zdobyć ten element wyposażenia, a każdy paralizator zakupiony w ten sposób będzie kosztować więzienie.
researchtooltip_bankloans	Pozwala zaciągać znaczne pożyczki w banku w zamian za płatne codziennie odsetki. Spłacanie pożyczek zwiększy twoją wiarygodność kredytową i pozwoli zaciągać większe pożyczki w przyszłości.
researchtooltip_lowertaxes1	Korzystając z ulg podatkowych, możesz obniżyć podatek dochodowy do 15%.\n\nZaoszczędzisz $1500 na każde $10 000 dziennych dochodów..
researchtooltip_lowertaxes2	Twój księgowy maksymalnie nagina zasady i przenosi wszystkie firmowe konta i operacje do innego kraju o znacznie korzystniejszych opłatach podatkowych. Twój efektywny podatek dochodowy spadnie do poziomu około 1%.\n\nZaoszczędzisz łącznie $3000 na każde $10 000 dziennych dochodów.
researchtooltip_extragrant	Pozwala korzystać z trzech dotacji jednocześnie zamiast dwóch.
researchtooltip_advancedmanagement	Dostarcza narzędzi do mikrozarządzania więzieniem.\n\nOdblokowuje logistykę żywności, umożliwiając powiązanie kuchni z określonymi stołówkami i określenie, w której stołówce mają jeść więźniowie. Analogicznie logistyka prania pozwala określić bloki więzienne, za które odpowiada dana pralnia.\n\nOdblokowuje także Harmonogram rozmieszczania, który pozwala modyfikować rozmieszczenie strażników o poszczególnych porach dnia.\n\nOdblokowuje Harmonogram programów resocjalizacyjnych, dzięki któremu możesz ręcznie określić dzienny harmonogram programów.
researchtooltip_permanentpunishment	Czasami sam pobyt w więzieniu nie wystarczy. Twój prawnik może przedłożyć dokumentację niezbędną, aby na stałe zamykać więźniów w celach.
researchtooltip_removemincellsize	Cele w twoim więzieniu muszą spełnić określone wymogi prawne dotyczące ilości przestrzeni. Pomyśl tylko, ile celi zmieścisz, jeśli zniesiesz te przepisy! Znosi wymóg dotyczący minimalnej przestrzeni w standardowych celach.
researchtooltip_reduceexecutionliability	Twój prawnik może obniżyć moc wyroku wymaganą do rozpoczęcia przygotowań do egzekucji. W praktyce obniża to liczbę odwołań, do jakich więzień ma prawo, zanim będzie można bezkarnie zlecić jego egzekucję.
researchtooltip_legalprep	Każde więzienie wpada czasami w tarapaty, a niektóre z nich niosą za sobą poważne konsekwencje prawne. Twój prawnik może złożyć dokumentację, która zwolni cię z odpowiedzialności, gdy coś pójdzie nie tak. Czynność tę należy jednak wykonać zawczasu.
researchtooltip_legaldefense	Jesteś w nieciekawej sytuacji. Coś poszło nie tak, a teraz znajdujesz się pod lupą. Jeśli uważasz, że nie poradzisz sobie, twój prawnik może wybawić cię z opresji. Opracowanie tej technologii spowoduje usunięcie wszystkich aktualnych ostrzeżeń, które mogłyby doprowadzić do twojej dymisji.
researchtooltip_guardtowers	Odblokowuje Wieże strażnicze i Strzelców wyborowych, dzięki czemu wyszkoleni strzelcy mogą obserwować miejsca na zewnątrz budynków w granicach więzienia.\n\nStrzelec wyborowy musi odwiedzić zbrojownię, gdyż w przeciwnym przypadku będzie nieuzbrojony.

research_legaldefense_adviser1	Twój prawnik złożył dokumentację, która zwalnia cię z odpowiedzialności za ten bałagan. Oznacza to, że nie mogę cię zwolnić. Przynajmniej nie tym razem.
research_legaldefense_adviser2	Szybko przywróć wiezienie do ładu i zadbaj, aby to się nie powtórzyło. Ta sztuczka nie zadziała ponownie.

research_missingadministrator	WYMAGANE:



# =============================================================================
# Room Requirements
# =============================================================================

roomrequirement_required	WYMAGANE:
roomrequirement_recommended	Zalecane:
roomrequirement_minimumsize	Minimalny rozmiar *W x *H
roomrequirement_minimumsize_short	Rozmiar *W x *H
roomrequirement_indoor	Wewnątrz
roomrequirement_outdoor	Na zewnątrz
roomrequirement_solidground	Solidny grunt
roomrequirement_secure	Bezpieczne (za przynajmniej jednymi drzwiami)
roomrequirement_secure_short	Bezpieczne
roomrequirement_enclosed	Zamknięte (otoczone ścianami i drzwiami)
roomrequirement_enclosed_short	Zamknięte
requirement_entrance	Wymaga wejścia
roomrequirement_title	=[Wymagania pomieszczenia]=
roomrequirement_passed	[SPEŁNIONE]
roomrequirement_failed	[NIESPEŁNIONE]
roomrequirement_adjacentobject	Przyległy do pomieszczenia: *X

# =============================================================================
# Unlocks
# =============================================================================

unlock_title	ODBLOKOWANO

unlock_special_electricity	Instalacje elektryczne
unlock_special_food	Przygotowywanie posiłków
unlock_special_officersafety	Bezpieczeństwo pracowników
unlock_special_misbehavior	Złe zachowanie
unlock_special_accounting	Księgowość
unlock_special_gangs	Gangi

unlock_electricity_caption	Umożliwia budowę stacji elektrycznej i kładzenie przewodów elektrycznych dostarczających prąd do wszystkich urządzeń.


# =============================================================================
# Advisers
# =============================================================================

click_to_continue	Kliknij, aby kontynuować...
incoming_call	Połączenie przychodzące...

adviser_name_unknown	Nieznana
adviser_name_ceo	Prezes
adviser_name_warden	Naczelnik
adviser_name_governer	Gubernator
adviser_name_chief	Dyrektor
adviser_name_doctor	Lekarz
adviser_name_kingpin	KingPin
adviser_name_edwardshooter	Edward
adviser_name_edwardsinner	Edward
adviser_name_edwardinmate	Edward
adviser_name_edwardswife	Susan, żona Edwarda
adviser_name_priest	Ksiądz
adviser_name_newsreader	Wiadomośći CNDC
adviser_name_mayor	Burmistrz Calvin Heller


# =============================================================================
# Valuation, Reports etc
# =============================================================================

report_staff	Personel
report_prisoners	Więźniowie
report_jobs	Zadania
report_needs	Potrzeby
report_threats	Zagrożenia
report_regime	Harmonogram
report_policy	Polityka
report_grants	Dotacje
report_finance	Finanse
report_valuation	Wycena
report_contraband	Kontrabanda
report_programs	Programy
report_schedule	Harmonogram
report_intake	Transport

report_grants_bankloan	Kredyt
report_grants_bankloan_text	Możesz zaciągać duże pożyczki w banku. W zamian za tę usługę bank będzie codziennie pobierał odsetki, które należy spłacać z przepływów pieniężnych.\n\nW miarę regularnego spłacania twoja wiarygodność kredytowa będzie rosnąć, a wraz z nią maksymalna wysokość pożyczki, którą możesz zaciągnąć. Jeśli jednak spóźnisz się z płatnością, twoja wiarygodność kredytowa drastycznie spadnie, a bank odmówi udzielenia kolejnej pożyczki, gdy będziesz jej potrzebować.\n\nUwaga: Pożyczki nie można spłacić poprzez same odsetki.
report_grants_max1	Możesz otrzymywać tylko jedną dotację naraz.\nSkorzystaj z usług księgowego, aby podnieść ten próg.
report_grants_max2	Możesz otrzymywać maksymalnie dwie dotacje naraz.\nSkorzystaj z usług księgowego, aby podnieść ten próg.
report_grants_max3	Możesz otrzymywać maksymalnie trzy dotacje naraz.
report_grants_bankloan_amount	Bieżąca pożyczka bankowa: *X
report_grants_bankloan_interest	Odsetki: *X dziennie
report_grants_bankloan_max	Maksymalna pożyczka: *X
report_grants_creditrating	Twoja wiarygodność kredytowa: *X
report_grants_inprogress_tt	(W TOKU)
report_grants_completed_tt	(UKOŃCZONO)
report_grants_locked_tt	(ZABLOKOWANO)
report_grants_advancepayment	Zaliczka: *X
report_grants_completionbonus	Premia za ukończenie: *X
report_grants_objectives	[Cele]
report_grants_prereqs	[Wymagania]
report_grants_completed	UKOŃCZONO
report_grants_locked	Zablokowano
report_grants_inprogress	W toku
report_grants_hidden	(*X więcej ukrytych)
report_grants_taptoaccept	KLIKNIJ, ABY PRZYJĄĆ
report_grants_cancelfee	Koszt anulowania: *X

report_staff_title	Liczba pracowników: *X
report_prisoners_title	Liczba więźniów: *X
report_staff_group_builders	Robotnicy
report_staff_group_guards	Strażnicy
report_staff_group_staff	Personel
report_staff_group_administrators	Administratorzy
report_staff_group_prisoners	Więźniowie
report_staff_group_prisoners_high	Wysokie ryzyko
report_staff_group_prisoners_normal	Normalne ryzyko
report_staff_group_prisoners_low	Niskiego ryzyka
report_staff_group_prisoners_protected	Ochrona
report_staff_group_prisoners_supermax	Najwyższy rygor
report_staff_group_prisoners_deathrow	Wyrok śmierci

report_staff_fire	ZWOLNIJ

report_intake_title	Transport
report_intake_catheader_cat	Kategoria
report_intake_catheader_pay	Wynagrodzenie
report_intake_catheader_available	Dostępność
report_intake_catheader_amount	Współczynnik
report_intake_next_header	W kolejnym transporcie: *X
report_intake_cat_minsec	Niskiego ryzyka
report_intake_cat_normal	Średniego ryzyka
report_intake_cat_maxsec	Wysokiego ryzyka
report_intake_cat_deathrow	Wyrok śmierci
report_intake_slider_minsec	Dostosuj współczynnik więźniów niskiego ryzyka w następnym transporcie
report_intake_slider_normal	Dostosuj współczynnik więźniów średniego ryzyka w następnym transporcie
report_intake_slider_maxsec	Dostosuj współczynnik więźniów wysokiego ryzyka w następnym transporcie
report_intake_slider_deathrow	Dostosuj współczynnik więźniów skazanych na śmierć w kolejnym transporcie
report_intake_closed	ZAMKNIĘTO
report_intake_locked	ZABLOKOWANO
report_intakeclosed	Transporty wstrzymane
report_intakeclosed_tooltip	Więzienie nie przyjmuje nowych więźniów. Do momentu wznowienia transportów nie otrzymasz żadnych nowych więźniów.
report_intakenumperday	Dzienny limit przyjęć
report_intakenumperday_tooltip	Łączna liczba więźniów, których chcesz przyjąć z następnego transportu. Możesz zwiększyć lub zmniejszyć liczbę więźniów, których chcesz przyjąć w ramach najbliższego przyjęcia.\n\nLiczbę więźniów każdej kategorii reguluje się za pomocą suwaków powyżej.
