# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	変更履歴
d11_logistics_transport_exports_hint	この場所を経由してどのアイテムが刑務所から削除されるかを選択します。
d11_logistics_purpose_group_3_item_1	ゴミ
d11_logistics_purpose_group_3_item_2	保管
d11_logistics_purpose_toggle	切り替え
d11_logistics_purpose_toggle_1	すべて切り替え
d11_logistics_purpose_toggle_on	（オン）
d11_logistics_purpose_toggle_off	（オフ）

d11_room_error_no_link	荷降ろしがブロックされています。配送と輸送物流のオプションを確認してください。

d11_hover_change	[[*L]]を変更

water_amount	水レベル*X%
ferry_timer	*X に出発
ferry_warning	出発がブロックされました

d11_hover_dismiss_vehicle	[[*S]]を帰す
d11_hover_depart_vehicle	[[*S]]を出発
interface_action_dismissVehicle	車両を帰す
d11_hover_dismiss_vehicle_desc	スペースを確保するために車両を返しますか？
d11_hover_dismiss_helicopter_desc	ヘリコプターを返しますか？
d11_hover_dismiss_ferry_desc	フェリーを早めに出発させますか？

d11_hover_fight_fires	[[*X]]の消火
interface_action_fightFires	消火
d11_hover_fight_fires_desc	離陸してすべての火事の消火を手伝いますか？

d11_hover_land_heli	[[*S]]の着陸
interface_action_landheli	ヘリコプターの着陸
d11_hover_land_heli_desc	ヘリポートにヘリコプターを着陸させますか？

d11_hover_eliteOps_select	ヘリコプター[[*X]]に命令

d11_hover_deploy_squad	[[*X]]の配置（固定）
interface_action_deploySquad	部隊を配置
d11_hover_deploy_squad_desc	ヘリコプターの下に部隊を配置しますか？

interfacemode_floors	床
interfaceoverlay_landscape	風景と島

codex_options_hud_waypoints	HUDウェイポイント
codex_options_hud_waypoints_all	すべてオン
codex_options_hud_waypoints_important	もっとも重要です
codex_options_hud_waypoints_off	すべてオフ

d11_hud_waypoints_limited	すべて（期間限定）
waypoints_tooltip	刑務所で発生しているイベントやアラートをポイントしてHUDの周辺のどのウェイポイントを表示するかを決定してください。

# =============================================================================
# Build Toolbar
# =============================================================================

buildtoolbar_popup_obj_FerryDock	島と島との間の輸送手段として、島の間を並行して移動するための2ヶ所のフェリードックが建設されます。
buildtoolbar_popup_obj_BoatDock	ボートが刑務所に入ること、新しい囚人を移送すること、供給品を配達することを許可するのは重要です。
buildtoolbar_popup_obj_Helipad	ヘリコプターが刑務所に入ること、新しい囚人を移送すること、供給品を配達すること、または特別な航空ベースの緊急クルーを呼び出すことは重要です。
buildtoolbar_popup_obj_DeckChair	「快適性」のニーズに応える。
buildtoolbar_popup_obj_Fountain	水の中に配置してリラックスできる噴水機能を作成します。

buildtoolbar_popup_obj_SteppingStoneLillyPad	囚人やスタッフが水を渡れるように通路を作成します。屋外かつ水の上にのみ作成できます。
buildtoolbar_popup_obj_SteppingStone	囚人やスタッフが水を渡れるように通路を作成します。屋外かつ水の上にのみ作成できます。
buildtoolbar_popup_obj_SteppingStoneIceBlock	囚人やスタッフが水を渡れるように通路を作成します。屋外かつ水の上にのみ作成できます。
buildtoolbar_popup_obj_SteppingStonePallet	囚人やスタッフが水を渡れるように通路を作成します。屋外かつ水の上にのみ作成できます。
buildtoolbar_popup_uts_ScannerMonitor	警備員が密輸を発見するためのモニターで、スキャナーマシンに配線をつないで使用します。警備員が密輸を発見する能力は、警備員の疲労度によって変わります。
buildtoolbar_popup_uts_ScannerMachine	配達エリアと保管室で、密輸品が入った木箱をスキャンするマシンです。警備員が密輸品を発見するために使用するにはスキャナーモニターに接続する必要があります。警備員が密輸を発見する能力は、警備員の疲労度によって変わります。
buildtoolbar_popup_obj_Checkpoint	通過する囚人や面会人を捜索するための検問所です。囚人は警備員がいる間、一方向にしか検問を通過できません。
buildtoolbar_popup_mat_waterShallow	砂と水の地面の間に浅瀬のエリアを作って見栄えの良い海岸線を作成しましょう。これらのタイルは通常の水と違って歩行することが出来ます。
buildtoolbar_popup_mat_waterLarge	水、湖、海の広いエリアを作成しましょう。
buildtoolbar_popup_mat_WoodenDockFloor	硬い木材の床はドックヤードに最適です。

landscape_hint	（水の上に作成できます）

d11_emergencies_hints_fire_heli	ヘリコプター（消防士*A人）。- $*B
d11_squad_name_FireHeli	航空消防士
d11_emergencies_hints_paramedics_heli	ヘリコプター（救急隊員*A人）。- $*B
d11_squad_name_AirParamedics	航空救急隊
d11_emergencies_hints_eliteOps_heli	ヘリコプター（エリートオプス隊員*A人）。- $*B
d11_squad_name_EliteOps	エリートオプスチーム



quickbuild_OutdoorLake	屋外湖
quickbuild_River	川

interfacecallout_FireHeli	航空消防士
interfacecallout_EliteOps	エリートオプスチーム
interfacecallout_AirParamedics	航空救急隊

# =============================================================================
# Object Hint strings
# =============================================================================

boatDock_placement_hint	陸地と何もない輸送レーンが必要です。
delivery_hover_hint	施設管理>輸送メニューからこの*Xの目的をコントロールできます。
ferryDock_placement_hint	移動するには平行な陸地が必要です。
transportZones_hover_hint	施設管理メニューからヘリポート、ドック、道路へリンクします。

# =============================================================================
# DLC Upsell
# =============================================================================

objective_ReadSandALetter	CEOからのメッセージ (アイランドバウンド)
island_letter	プレイヤーの皆様\n\n\nIsland Bound Prison Architectでの新しい生活へようこそ！ここではドック、ヘリポート、島の刑務所でプレイを始めるためのヒントをいくつかご紹介します。\n\n1. 島 - 刑務所の状況によって、本土への物理的なリンクがない可能性があります。そのような場合輸送サービスを提供するためにボートとヘリコプターが必要になります。ボートドックとヘリポートを建設し、それらの目的を決定しましょう;特定の配達物、新しい囚人、または新しい緊急時のユニットなどの空路、海路による受け取りなどです。-ボートが行き来するためには、ドックを何もない輸送レーンで建設するようにしてください。-特別なフェリードックは、島々をつなぐために建設することができます。-新しいエリートオプスユニットや、空から火災に対応できるヘリコプターを使用して、あなたの刑務所をよりよく保護することができます。\n\n2. 配達と輸送のカスタマイズ - 「施設管理」から、どのサービスが各ドック、ヘリポート、道路に割り当てられるかをカスタマイズすることができ、刑務所の効率性を向上させることができます。ドックとヘリポートは、追加の配送、受け取り、搬出ゾーンにリンクすることができます。これにより、キッチンの近くに食料品を配送したり、新しい厳重警備対象の受刑者を島の厳重警備ウィングの近くに連れてきたりすることが可能になります。可能性は無限大です！\n\n3. 風景 - 刑務所の周りに堀や海を作成するために水を配置することができます。陸地は土や他の床のタイプを使用して、海岸線の形を整えることができます。水の中に作成されたすべての土地や小さな島は、すぐに作成されます。\n\n4. 新しいセキュリティ対策 - 密輸品は依然としてボートやヘリコプターを使って運ばれます。そのため、いくつかの新しい最先端の機器をご用意しました; -木箱や箱をチェックするために、配達/保管エリアにスキャナーマシンを設置しましょう。接続されたスキャナーモニターで監視するためには警備員が必要になります。-検問所に警備員を配置し、すべての囚人や面会人が通過する際に身体検査を行います。これは密輸品を発見するための素晴らしい方法ですが、戦略的に配置されていない場合は、囚人の流れを減らすことができます。\n\n最後に、たとえ島であっても完全に脱走を防ぐことはできませんので、海岸線にスナイパータワーを建設して「泳いで逃げる囚人」に目を光らせるのもの良いかもしれません。\n\nそれでは、皆さんの健闘を祈ります！\n\nCEO\nPrison Architects Corp.
