
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新規
rapsheet_time	*Y年
rapsheet_bio	*Aの罪で懲役*Y年の判決
rapsheet_bio_med	*Aと*Bを含む複数の犯罪を犯した罪で懲役*Y年の判決
rapsheet_bio_long	*Aと*Bおよび*Cを含む複数の犯罪を犯した罪で懲役*Y年の判決
rapsheet_category_minsec	軽警備
rapsheet_category_normal	中警備
rapsheet_category_maxsec	厳重警備
rapsheet_category_protected	保護拘置
rapsheet_category_supermax	超厳重警備
rapsheet_category_deathrow	死刑囚
rapsheet_tab_biography	プロフィール
rapsheet_tab_experience	経験
rapsheet_tab_grading	評価
rapsheet_tab_character	性格
rapsheet_punish	処罰
rapsheet_recruit	密告者として雇う

rapsheet_timeinside	この刑務所に来てから*X日
rapsheet_timeinside_hours	この刑務所に来てから*X時間
rapsheet_mood	機嫌
rapsheet_activity	アクティビティ
rapsheet_condition	健康状態
rapsheet_program	プログラム
rapsheet_passchance	更生の見込み
rapsheet_reformhistory	更生プログラム参加歴

rapsheet_reform_success	成功
rapsheet_reform_successcount	*X回成功
rapsheet_reform_failed	失敗
rapsheet_reform_failcount	*X失敗

rapsheet_grading_punishment	処罰
rapsheet_grading_health	健康状態
rapsheet_grading_security	セキュリティ
rapsheet_grading_reform	更生
rapsheet_grading_points	*Xポイント：
rapsheet_grading_penalties	*Xペナルティ：

rapsheet_scheduleexecution	死刑執行日を決定


punish_lockdown_6	独房行き（6時間）
punish_lockdown_12	独房行き（12時間）
punish_lockdown_24	独房行き（24時間）
punish_solitary_6	隔離（6時間）
punish_solitary_12	隔離（12時間）
punish_solitary_24	隔離（24時間）
punish_solitary_perm	隔離（永久）
punish_lockdown_perm	監禁独房行き（永久）
punish_solitary	隔離
punish_lockdown	独房行き
punish_none	なし
punish_timer	*X時間 *Y分
punish_timer_minutes	*X分
punish_active	施行中
punish_permanent	（永久）
punish_end	処罰を終了

punish_up	上げる
punish_down	下げる
punish_setmin	低
punish_setmed	中
punish_setmax	高
punish_setsuper	最大

# =============================================================================
# Misconducts
# =============================================================================

misconduct_reporttype_none	なし
misconduct_reporttype_complaint	不平
misconduct_reporttype_destruction	破壊
misconduct_reporttype_escapeattempt	逃亡の試み
misconduct_reporttype_injuredprisoner	受刑者襲撃
misconduct_reporttype_injuredstaff	職員襲撃
misconduct_reporttype_seriousinjury	重傷
misconduct_reporttype_murder	殺人
misconduct_reporttype_contrabandweapons	武器所持
misconduct_reporttype_contrabandtools	道具所持
misconduct_reporttype_contrabandnarcotics	薬物所持
misconduct_reporttype_contrabandluxuries	贅沢品所持
misconduct_reporttype_intoxicated	飲酒
misconduct_title	=[不祥事]=
misconduct_totalitems	（*Xを追加）

misconduct_report_addiction	*X中毒
misconduct_report_recoving	*X中毒から回復中
misconduct_report_alcoholic	アルコール中毒
misconduct_report_recovingalcoholic	アルコール中毒から回復中


# =============================================================================
# Research Names + Captions
# =============================================================================

research_required	このレポートの作成に*Xが必要。
research_requireunlock	このレポートを開くには「*X」のリサーチが必要。
research_approved	承認済み
research_cost	コスト：*X
research_costperitem	*X追加（アイテム毎）
research_timetounlock	アンロックにかかる時間：*X時間
research_movementpenalty	スピードハンデ：*X％
research_protectionbonus	保護力：*X％
research_tap_to_authorise	タップして許可

research_none	なし
research_warden	刑務所長
research_maintainance	メンテナンス
research_security	セキュリティ
research_legal	法務
research_mentalhealth	精神分析
research_finance	財政
research_landexpansion	土地拡大
research_cctv	監視
research_riotguards	機動隊
research_health	医療
research_cleaning	清掃
research_groundskeeping	敷地管理
research_clone	コピー
research_deployment	配置
research_patrols	パトロール
research_dogs	警察犬
research_prisonlabour	囚人労働
research_education	教育
research_contraband	機密情報
research_policy	方針
research_armoury	武器庫
research_bodyarmour	ボディアーマー
research_tazers	テーザー銃
research_tazersforeveryone	テーザー銃放出
research_bankloans	銀行ローン
research_lowertaxes1	減税
research_lowertaxes2	オフショア税金回避地
research_remoteaccess	リモートアクセス
research_extragrant	追加助成金
research_advancedmanagement	マイクロマネジメント
research_deathrow	死刑囚
research_permanentpunishment	永久処罰
research_removemincellsize	小型独房
research_reduceexecutionliability	執行猶予
research_legalprep	法的準備
research_legaldefense	法的護身
research_guardtowers	見張り塔

researchtooltip_warden	刑務所長と「役所仕事」システムのすべてをアンロックできる。所長は「職員」ツールバーから雇おう。\n\n他の管理職員と同じく、仕事をするためのオフィスが必要となる。
researchtooltip_security	看守長をアンロックできる。看守長を「職員」ツールバから雇うと、「配置」画面にアクセスできるようになる。また、刑務所の危険度をリアルタイムで知ることができるようになり、将来的に起こり得るトラブルを予測するのに役立つ。\n\n他の管理職員と同じく、仕事をするためのオフィスが必要となる。
researchtooltip_maintenance	作業主任がアンロックできる。「職員」ツールバから雇おう。\n\n他の管理職員と同じく、仕事をするためのオフィスが必要となる。
researchtooltip_legal	弁護士がアンロックできる。雇用は「職員」ツールバーから行う。刑務所の管理に役立ついくつかのリサーチオプションも同時にアンロックされる。\n\n他の管理職員と同じく、仕事をするためのオフィスが必要となる。
researchtooltip_deployment	刑務所の各エリアに24時間体制で看守を置くことができる。
researchtooltip_patrols	刑務所の重要エリア（例：フェンス周りなど）に巡回ルートを作り、看守を置いてパトロールさせることができる。
researchtooltip_dogs	警察犬とその訓練士をアンロックできる。刑務所内の禁制品を嗅ぎ当ててくれるだけでなく、脱獄用のトンネルを見つけることもできる。 \n\n動きが素早いため、受刑者を追いかけさせるのに最適。
researchtooltip_cctv	監視カメラとモニターをアンロックできる。看守を置いていないエリアを監視するのに使おう。\n\n同時に盗聴システムもアンロックされ、受刑者の通話を盗聴して重要な機密情報を手に入れることができるようになる。
researchtooltip_remoteaccess	ドアを遠隔操作したり自動に開閉するためのハイテクな装置がアンロックできる。ドアは「ドア操作システム」を使うことで遠隔操作でき（操作は看守が行う）、特定の時間に開閉するには「ドアタイマー」を使う。
